id_motorista,distancia_percorrida_km,qtd_banguela,qtd_curvas,qtd_aceleracoes,qtd_frenagens,qtd_vel_faixa_1,qtd_vel_faixa_2,qtd_vel_faixa_3,tempo_vel_faixa_1,tempo_vel_faixa_2,tempo_vel_faixa_3,qtd_vel_via_faixa_1,qtd_vel_via_faixa_2,qtd_vel_via_faixa_3,tempo_vel_via_faixa_1,tempo_vel_via_faixa_2,tempo_vel_via_faixa_3,qtd_manuseio_celular,qtd_fadiga_motorista,qtd_distracao_motorista,qtd_uso_cigarro,score_geral,rank
442742.0,1223.491,44.0,5.0,1.0,0.0,19.0,0.0,0.0,93.0,0.0,0.0,14.0,8.0,4.0,383.0,666.0,416.0,0.0,0.0,0.0,0.0,95.98056201588764,otimo
442743.0,557.373,5.0,22.0,0.0,0.0,35.0,0.0,0.0,129.0,0.0,0.0,7.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,84.02948098475882,bom
442744.0,1014.2419999999997,0.0,18.0,0.0,5.0,77.0,1.0,0.0,826.0,54.0,0.0,7.0,3.0,0.0,240.0,348.0,0.0,0.0,0.0,0.0,0.0,90.88475920023048,otimo
442891.0,1405.336,0.0,0.0,0.0,1.0,126.0,2.0,0.0,393.0,17.0,0.0,36.0,20.0,8.0,596.0,807.0,729.0,0.0,0.0,0.0,0.0,89.22244607688364,bom
442892.0,2102.3019999999988,199.0,16.0,9.0,0.0,3.0,0.0,0.0,24.0,0.0,0.0,34.0,3.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,87.64781945402399,bom
443096.0,1070.7060000000001,0.0,7.0,8.0,1.0,21.0,0.0,0.0,354.0,0.0,0.0,13.0,1.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,81.25172172387636,bom
448334.0,30.501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,otimo
449137.0,2147.4449999999997,42.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.50902982743547,otimo
449528.0,2242.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,otimo
452747.0,20.588,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,otimo
